execucao,modelo_base,epoca,acuracia,precisao,recall,f1,erro_treino,erro_teste,tempo_treino,tempo_teste,tempo_total
10,inception_v3,4,0.9271,0.9288502661779493,0.9271,0.9274371822905062,0.10190413022280463,0.21464110258373487,399.3669879436493,33.93675637245178,433.3037443161011
10,inception_v3,5,0.9336,0.935253608624931,0.9336,0.9337348814642367,0.091705903282289,0.21817048491945693,399.39302611351013,33.92813277244568,433.3211588859558
10,inception_v3,6,0.9358,0.9369426919229866,0.9358000000000001,0.9357433822732789,0.0792222690070048,0.22388248216764184,399.37726283073425,33.903977155685425,433.2812399864197
10,inception_v3,7,0.9394,0.9401471022273047,0.9394,0.9394678357954612,0.0765012811370375,0.19874885389996563,399.3939015865326,33.91591501235962,433.3098165988922
10,inception_v3,8,0.9369,0.9376075850702608,0.9369,0.9367840438820727,0.0759672328104477,0.21836029593447212,399.3597056865692,33.93949842453003,433.29920411109924
10,inception_v3,9,0.9442,0.9445325001962008,0.9442,0.9440829193682919,0.06497691903779011,0.18884063646446464,399.39716839790344,33.86108994483948,433.2582583427429
10,inception_v3,10,0.9408,0.9407211675143141,0.9408,0.9407012902083268,0.06180796434398969,0.21099948747807248,399.3853087425232,33.95008325576782,433.335391998291
10,inception_v3,11,0.9426,0.9429709001293839,0.9426,0.9425806313607497,0.061982957790355626,0.19116800160971797,399.33451628685,33.86826992034912,433.2027862071991
10,inception_v3,12,0.9411,0.9416127878715,0.9410999999999999,0.9411326887746393,0.05369134406800932,0.199483388572172,399.34370493888855,33.985368728637695,433.32907366752625
10,inception_v3,13,0.9326,0.9342528298253786,0.9326000000000001,0.9329398735864516,0.0535538257975036,0.22506569276095195,399.19427156448364,33.87830924987793,433.0725808143616
10,inception_v3,14,0.9422,0.9428069127004222,0.9422,0.9422604039250168,0.056065202818390295,0.19552667035608534,399.3345444202423,33.879485845565796,433.2140302658081
10,inception_v3,15,0.9318,0.932882106567283,0.9318,0.9317329722168287,0.04661296943635525,0.2455916596208788,399.3442494869232,33.938398122787476,433.2826476097107
